web-scraper-order,Car Model,Old Price,Price Change,New Price,date_range
1680210890-628,MG ZS Automatic / Classic 2022,"619,990
EGP","trending_up
+30,000
EGP","649,990
EGP",21/03/2023
1680210890-629,MG ZS Automatic / Classic 2022,"579,990
EGP","trending_up
+40,000
EGP","619,990
EGP",5/3/2023
1680210890-630,MG ZS Automatic / Classic 2022,"540,000
EGP","trending_up
+39,990
EGP","579,990
EGP",15/01/2023
1680210890-631,MG ZS Automatic / Classic 2022,"489,990
EGP","trending_up
+50,010
EGP","540,000
EGP",9/1/2023
1680210890-632,MG ZS Automatic / Classic 2022,"465,000
EGP","trending_up
+24,990
EGP","489,990
EGP",3/11/2022
1680210890-633,MG ZS Automatic / Classic 2022,"425,000
EGP","trending_up
+40,000
EGP","465,000
EGP",5/10/2022
1680210890-634,MG ZS Automatic / Classic 2022,"405,000
EGP","trending_up
+20,000
EGP","425,000
EGP",8/9/2022
1680210890-635,MG ZS Automatic / Classic 2022,"395,000
EGP","trending_up
+10,000
EGP","405,000
EGP",28/08/2022
1680210890-636,MG ZS Automatic / Classic 2022,"380,000
EGP","trending_up
+15,000
EGP","395,000
EGP",2/8/2022
1680210890-637,MG ZS Automatic / Classic 2022,"370,000
EGP","trending_up
+10,000
EGP","380,000
EGP",4/7/2022
1680210890-638,MG ZS Automatic / Comfort 2022,"639,990
EGP","trending_up
+30,000
EGP","669,990
EGP",21/03/2023
1680210890-639,MG ZS Automatic / Comfort 2022,"599,990
EGP","trending_up
+40,000
EGP","639,990
EGP",5/3/2023
1680210890-640,MG ZS Automatic / Comfort 2022,"560,000
EGP","trending_up
+139,990
EGP","699,990
EGP",15/01/2023
1680210890-641,MG ZS Automatic / Comfort 2022,"509,990
EGP","trending_up
+50,010
EGP","560,000
EGP",9/1/2023
1680210890-642,MG ZS Automatic / Comfort 2022,"480,000
EGP","trending_up
+29,990
EGP","509,990
EGP",3/11/2022
1680210890-643,MG ZS Automatic / Comfort 2022,"440,000
EGP","trending_up
+40,000
EGP","480,000
EGP",5/10/2022
1680210890-644,MG ZS Automatic / Comfort 2022,"420,000
EGP","trending_up
+20,000
EGP","440,000
EGP",8/9/2022
1680210890-645,MG ZS Automatic / Comfort 2022,"410,000
EGP","trending_up
+10,000
EGP","420,000
EGP",28/08/2022
1680210890-646,MG ZS Automatic / Comfort 2022,"395,000
EGP","trending_up
+15,000
EGP","410,000
EGP",2/8/2022
1680210890-647,MG ZS Automatic / Comfort 2022,"385,000
EGP","trending_up
+10,000
EGP","395,000
EGP",4/7/2022
1680210890-648,MG ZS Automatic / Luxury 2022,"659,990
EGP","trending_up
+30,000
EGP","689,990
EGP",21/03/2023
1680210890-649,MG ZS Automatic / Luxury 2022,"619,990
EGP","trending_up
+40,000
EGP","659,990
EGP",5/3/2023
1680210890-650,MG ZS Automatic / Luxury 2022,"580,000
EGP","trending_up
+39,990
EGP","619,990
EGP",15/01/2023
1680210890-651,MG ZS Automatic / Luxury 2022,"529,990
EGP","trending_up
+50,010
EGP","580,000
EGP",9/1/2023
1680210890-652,MG ZS Automatic / Luxury 2022,"495,000
EGP","trending_up
+34,990
EGP","529,990
EGP",3/11/2022
1680210890-653,MG ZS Automatic / Luxury 2022,"455,000
EGP","trending_up
+40,000
EGP","495,000
EGP",5/10/2022
1680210890-654,MG ZS Automatic / Luxury 2022,"435,000
EGP","trending_up
+20,000
EGP","455,000
EGP",8/9/2022
1680210890-655,MG ZS Automatic / Luxury 2022,"425,000
EGP","trending_up
+10,000
EGP","435,000
EGP",28/08/2022
1680210890-656,MG ZS Automatic / Luxury 2022,"410,000
EGP","trending_up
+15,000
EGP","425,000
EGP",2/8/2022
1680210890-657,MG ZS Automatic / Luxury 2022,"400,000
EGP","trending_up
+10,000
EGP","410,000
EGP",4/7/2022
1680210890-658,MG 6 A/T / LUX / Red Interior) 2022,"774,990
EGP","trending_up
+20,000
EGP","794,990
EGP",21/03/2023
1680210890-659,MG 6 A/T / LUX / Red Interior) 2022,"719,990
EGP","trending_up
+55,000
EGP","774,990
EGP",5/3/2023
1680210890-660,MG 6 A/T / LUX / Red Interior) 2022,"660,000
EGP","trending_up
+59,990
EGP","719,990
EGP",15/01/2023
1680210890-661,MG 6 A/T / LUX / Red Interior) 2022,"599,990
EGP","trending_up
+60,010
EGP","660,000
EGP",9/1/2023
1680210890-662,MG 6 A/T / LUX / Red Interior) 2022,"545,000
EGP","trending_up
+54,990
EGP","599,990
EGP",3/11/2022
1680210890-663,MG 6 A/T / LUX / Red Interior) 2022,"505,000
EGP","trending_up
+40,000
EGP","545,000
EGP",5/10/2022
1680210890-664,MG 6 A/T / LUX / Red Interior) 2022,"485,000
EGP","trending_up
+20,000
EGP","505,000
EGP",8/9/2022
1680210890-665,MG 6 A/T / LUX / Red Interior) 2022,"475,000
EGP","trending_up
+10,000
EGP","485,000
EGP",28/08/2022
1680210890-666,MG 6 A/T / LUX / Red Interior) 2022,"460,000
EGP","trending_up
+15,000
EGP","475,000
EGP",2/8/2022
1680210890-667,MG 6 A/T / LUX / Red Interior) 2022,"450,000
EGP","trending_up
+10,000
EGP","460,000
EGP",4/7/2022
1680210890-668,MG 6 A/T / LUX / Black interior 2022,"749,990
EGP","trending_up
+20,000
EGP","769,990
EGP",21/03/2023
1680210890-669,MG 6 A/T / LUX / Black interior 2022,"650,000
EGP","trending_up
+59,990
EGP","709,990
EGP",15/01/2023
1680210890-670,MG 6 A/T / LUX / Black interior 2022,"589,990
EGP","trending_up
+60,010
EGP","650,000
EGP",9/1/2023
1680210890-671,MG 6 A/T / LUX / Black interior 2022,"540,000
EGP","trending_up
+49,990
EGP","589,990
EGP",3/11/2022
1680210890-672,MG 6 A/T / LUX / Black interior 2022,"500,000
EGP","trending_up
+40,000
EGP","540,000
EGP",5/10/2022
1680210890-673,MG 6 A/T / LUX / Black interior 2022,"480,000
EGP","trending_up
+20,000
EGP","500,000
EGP",8/9/2022
1680210890-674,MG 6 A/T / LUX / Black interior 2022,"470,000
EGP","trending_up
+10,000
 EGP","480,000
EGP",28/08/2022
1680210890-675,MG 6 A/T / LUX / Black interior 2022,"455,000
EGP","trending_up
+15,000
EGP","470,000
EGP",2/8/2022
1680210890-676,MG 6 A/T / LUX / Black interior 2022,"445,000
EGP","trending_up
+8,000
EGP","453,000
EGP",4/7/2022
1680210890-677,MG 6 A/T / LUX / Black interior 2022,"435,000
EGP","trending_up
+10,000
EGP","445,000
EGP",6/6/2022
1680210890-678,MG 6 A/T / Comfort 2022,"709,990
EGP","trending_up
+20,000
EGP","729,990
EGP",21/03/2023
1680210890-679,MG 6 A/T / Comfort 2022,"669,990
EGP","trending_up
+40,000
EGP","709,990
EGP",5/3/2023
1680210890-680,MG 6 A/T / Comfort 2022,"620,000
EGP","trending_up
+49,990
EGP","669,990
EGP",15/01/2023
1680210890-681,MG 6 A/T / Comfort 2022,"559,990
EGP","trending_up
+60,010
EGP","620,000
EGP",9/1/2023
1680210890-682,MG 6 A/T / Comfort 2022,"520,000
EGP","trending_up
+39,990
EGP","559,990
EGP",3/11/2022
1680210890-683,MG 6 A/T / Comfort 2022,"480,000
EGP","trending_up
+40,000
EGP","520,000
EGP",5/10/2022
1680210890-684,MG 6 A/T / Comfort 2022,"460,000
EGP","trending_up
+20,000
EGP","480,000
EGP",8/9/2022
1680210890-685,MG 6 A/T / Comfort 2022,"450,000
EGP","trending_up
+10,000
EGP","460,000
EGP",28/08/2022
1680210890-686,MG 6 A/T / Comfort 2022,"435,000
EGP","trending_up
+15,000
EGP","450,000
EGP",2/8/2022
1680210890-687,MG 6 A/T / Comfort 2022,"425,000
EGP","trending_up
 +10,000
EGP","435,000
EGP",4/7/2022
1680210890-688,Chery Tiggo 8 Automtic / COMFORT 2022,"765,000
EGP","trending_up
+35,000
EGP","800,000
EGP",12/2/2023
1680210890-689,Chery Tiggo 8 Automtic / COMFORT 2022,"710,000
EGP","trending_up
+55,000
EGP","765,000
EGP",11/1/2023
1680210890-690,Chery Tiggo 8 Automtic / COMFORT 2022,"695,000
EGP","trending_up
+15,000
EGP","710,000
EGP",2/1/2023
1680210890-691,Chery Tiggo 8 Automtic / COMFORT 2022,"675,000
EGP","trending_up
+20,000
EGP","695,000
EGP",18/12/2022
1680210890-692,Chery Tiggo 8 Automtic / COMFORT 2022,"660,000
EGP","trending_up
+15,000
EGP","675,000
EGP",31/10/2022
1680210890-693,Chery Tiggo 8 Automtic / COMFORT 2022,"585,000
EGP","trending_up
+75,000
EGP","660,000
EGP",31/10/2022
1680210890-694,Chery Tiggo 8 Automtic / COMFORT 2022,"560,000
EGP","trending_up
+25,000
EGP","585,000
EGP",30/09/2022
1680210890-695,Chery Tiggo 8 Automtic / COMFORT 2022,"510,000
EGP","trending_up
+50,000
EGP","560,000
EGP",1/9/2022
1680210890-696,Chery Tiggo 8 Automtic / COMFORT 2022,"500,000
EGP","trending_up
+10,000
EGP","510,000
EGP",2/8/2022
1680210890-697,Chery Tiggo 8 Automtic / COMFORT 2022,"485,000
EGP","trending_up
+15,000
EGP","500,000
EGP",2/7/2022
1680210890-698,Chery Tiggo 8 A/T / Luxury 2022,"815,000
EGP","trending_up
+35,000
EGP","850,000
EGP",12/2/2023
1680210890-699,Chery Tiggo 8 A/T / Luxury 2022,"755,000
EGP","trending_up
+60,000
EGP","815,000
EGP",11/1/2023
1680210890-700,Chery Tiggo 8 A/T / Luxury 2022,"740,000
EGP","trending_up
+15,000
EGP","755,000
EGP",2/1/2023
1680210890-701,Chery Tiggo 8 A/T / Luxury 2022,"720,000
EGP","trending_up
+20,000
EGP","740,000
EGP",18/12/2022
1680210890-702,Chery Tiggo 8 A/T / Luxury 2022,"710,000
EGP","trending_up
+10,000
EGP","720,000
EGP",31/10/2022
1680210890-703,Chery Tiggo 8 A/T / Luxury 2022,"625,000
EGP","trending_up
+85,000
EGP","710,000
EGP",31/10/2022
1680210890-704,Chery Tiggo 8 A/T / Luxury 2022,"600,000
EGP","trending_up
+25,000
EGP","625,000
EGP",30/09/2022
1680210890-705,Chery Tiggo 8 A/T / Luxury 2022,"550,000
EGP","trending_up
+50,000
EGP","600,000
EGP",1/9/2022
1680210890-706,Chery Tiggo 8 A/T / Luxury 2022,"540,000
EGP","trending_up
+10,000
EGP","550,000
EGP",2/8/2022
1680210890-707,Chery Tiggo 8 A/T / Luxury 2022,"525,000
EGP","trending_up
+15,000
EGP","540,000
EGP",2/7/2022
1680210890-708,Chery Arrizo 5 Manual / Base Line / Leather 2022,"311,900
EGP","trending_up
+25,100
EGP","337,000
EGP",15/01/2023
1680210890-709,Chery Arrizo 5 Manual / Base Line / Leather 2022,"271,000
EGP","trending_up
+40,900
EGP","311,900
EGP",11/1/2023
1680210890-710,Chery Arrizo 5 Manual / Base Line / Leather 2022,"267,000
EGP","trending_up
+4,000
EGP","271,000
EGP",20/12/2022
1680210890-711,Chery Arrizo 5 Manual / Base Line / Leather 2022,"252,000
EGP","trending_up
+15,000
EGP","267,000
EGP",31/10/2022
1680210890-712,Chery Arrizo 5 Manual / Base Line / Leather 2022,"237,000
EGP","trending_up
+15,000
EGP","252,000
EGP",30/09/2022
1680210890-713,Chery Arrizo 5 Manual / Base Line / Leather 2022,"222,000
EGP","trending_up
+15,000
EGP","237,000
EGP",1/9/2022
1680210890-714,Chery Arrizo 5 Manual / Base Line / Leather 2022,"220,000
EGP","trending_up
+2,000
EGP","222,000
EGP",25/08/2022
1680210890-715,Chery Arrizo 5 Manual / Base Line / Leather 2022,"217,000
EGP","trending_up
+3,000
EGP","220,000
EGP",2/7/2022
1680210890-716,Chery Arrizo 5 Manual / Base Line / Leather 2022,"212,000
EGP","trending_up
+5,000
EGP","217,000
EGP",26/04/2022
1680210890-717,Chery Arrizo 5 Manual / Base Line / Leather 2022,"200,000
EGP","trending_up
+12,000
EGP","212,000
EGP",7/4/2022
1680210890-718,Chery Arrizo 5 AT / BASELINE Leather 2022,"369,900
EGP","trending_up
+1,100
EGP","371,000
EGP",15/01/2023
1680210890-719,Chery Arrizo 5 AT / BASELINE Leather 2022,"308,000
EGP","trending_up
+61,000
EGP","369,000
EGP",11/1/2023
1680210890-720,Chery Arrizo 5 AT / BASELINE Leather 2022,"305,000
EGP","trending_up
+3,000
EGP","308,000
EGP",2/1/2023
1680210890-721,Chery Arrizo 5 AT / BASELINE Leather 2022,"299,000
EGP","trending_up
+6,000
EGP","305,000
EGP",20/12/2022
1680210890-722,Chery Arrizo 5 AT / BASELINE Leather 2022,"280,000
EGP","trending_up
+19,000
EGP","299,000
EGP",31/10/2022
1680210890-723,Chery Arrizo 5 AT / BASELINE Leather 2022,"265,000
EGP","trending_up
+15,000
EGP","280,000
EGP",30/09/2022
1680210890-724,Chery Arrizo 5 AT / BASELINE Leather 2022,"250,000
EGP","trending_up
+15,000
EGP","265,000
EGP",1/9/2022
1680210890-725,Chery Arrizo 5 AT / BASELINE Leather 2022,"245,000
EGP","trending_up
+5,000
EGP","250,000
EGP",25/08/2022
1680210890-726,Chery Arrizo 5 AT / BASELINE Leather 2022,"242,000
EGP","trending_up
+3,000
EGP","245,000
EGP",2/7/2022
1680210890-727,Chery Arrizo 5 AT / BASELINE Leather 2022,"237,000
EGP","trending_up
+5,000
EGP","242,000
EGP",26/04/2022
1680210890-728,Chery Arrizo 5 AT / HIGHLINE 2022,"328,000
EGP","trending_up
+67,000
EGP","395,000
EGP",15/01/2023
1680210890-729,Chery Arrizo 5 AT / HIGHLINE 2022,"325,000
EGP","trending_up
+3,000
EGP","328,000
EGP",2/1/2023
1680210890-730,Chery Arrizo 5 AT / HIGHLINE 2022,"319,000
EGP","trending_up
+6,000
EGP","325,000
EGP",20/12/2022
1680210890-731,Chery Arrizo 5 AT / HIGHLINE 2022,"295,000
EGP","trending_up
+24,000
EGP","319,000
EGP",31/10/2022
1680210890-732,Chery Arrizo 5 AT / HIGHLINE 2022,"280,000
EGP","trending_up
+15,000
EGP","295,000
EGP",30/09/2022
1680210890-733,Chery Arrizo 5 AT / HIGHLINE 2022,"265,000
EGP","trending_up
+15,000
EGP","280,000
EGP",1/9/2022
1680210890-734,Chery Arrizo 5 AT / HIGHLINE 2022,"260,000
EGP","trending_up
+5,000
EGP","265,000
EGP",25/08/2022
1680210890-735,Chery Arrizo 5 AT / HIGHLINE 2022,"257,000
 EGP","trending_up
+3,000
EGP","260,000
EGP",2/7/2022
1680210890-736,Chery Arrizo 5 AT / HIGHLINE 2022,"252,000
EGP","trending_up
+5,000
EGP","257,000
EGP",26/04/2022
1680210890-737,Chery Arrizo 5 AT / HIGHLINE 2022,"239,000
EGP","trending_up
+13,000
EGP","252,000
EGP",7/4/2022
1680210890-738,MG Rx5 A/T / Comfort 2022,"759,990
EGP","trending_up
+40,000
EGP","799,990
EGP",21/03/2023
1680210890-739,MG Rx5 A/T / Comfort 2022,"342,000
EGP","trending_up
+417,990
EGP","759,990
EGP",5/3/2023
1680210890-740,MG Rx5 A/T / Comfort 2022,"337,000
EGP","trending_up
+5,000
EGP","342,000
EGP",1/11/2021
1680210890-741,MG Rx5 A/T / Comfort 2022,"332,000
EGP","trending_up
+5,000
EGP","337,000
EGP",2/10/2021
1680210890-742,MG Rx5 A/T / Comfort / ACC 2022,"779,990
EGP","trending_up
+40,000
 EGP","819,990
EGP",21/03/2023
1680210890-743,MG Rx5 A/T / Comfort / ACC 2022,"709,990
EGP","trending_up
+70,000
EGP","779,990
EGP",5/3/2023
1680210890-744,MG Rx5 A/T / Comfort / ACC 2022,"690,000
EGP","trending_up
+19,990
EGP","709,990
EGP",15/01/2023
1680210890-745,MG Rx5 A/T / Comfort / ACC 2022,"649,990
EGP","trending_up
+40,010
EGP","690,000
EGP",9/1/2023
1680210890-746,MG Rx5 A/T / Comfort / ACC 2022,"610,000
EGP","trending_up
+39,990
EGP","649,990
EGP",3/11/2022
1680210890-747,MG Rx5 A/T / Comfort / ACC 2022,"560,000
EGP","trending_up
+50,000
EGP","610,000
EGP",5/10/2022
1680210890-748,MG Rx5 A/T / Comfort / ACC 2022,"540,000
EGP","trending_up
+20,000
EGP","560,000
EGP",8/9/2022
1680210890-749,MG Rx5 A/T / Comfort / ACC 2022,"520,000
EGP","trending_up
+20,000
EGP","540,000
EGP",28/08/2022
1680210890-750,MG Rx5 A/T / Comfort / ACC 2022,"500,000
EGP","trending_up
+20,000
EGP","520,000
EGP",2/8/2022
1680210890-751,MG Rx5 A/T / Comfort / ACC 2022,"480,000
EGP","trending_up
+20,000
EGP","500,000
EGP",4/7/2022
1680210890-752,MG Rx5 A/T / Luxury 2022,"799,990
EGP","trending_up
+40,000
EGP","839,990
EGP",21/03/2023
1680210890-753,MG Rx5 A/T / Luxury 2022,"749,990
EGP","trending_up
+50,000
EGP","799,990
EGP",5/3/2023
1680210890-754,MG Rx5 A/T / Luxury 2022,"720,000
EGP","trending_up
+29,990
EGP","749,990
EGP",15/01/2023
1680210890-755,MG Rx5 A/T / Luxury 2022,"679,990
EGP","trending_up
+40,010
EGP","720,000
EGP",9/1/2023
1680210890-756,MG Rx5 A/T / Luxury 2022,"640,000
EGP","trending_up
+39,990
EGP","679,990
EGP",3/11/2022
1680210890-757,MG Rx5 A/T / Luxury 2022,"590,000
EGP","trending_up
+50,000
EGP","640,000
EGP",5/10/2022
1680210890-758,MG Rx5 A/T / Luxury 2022,"570,000
EGP","trending_up
+20,000
EGP","590,000
EGP",8/9/2022
1680210890-759,MG Rx5 A/T / Luxury 2022,"550,000
EGP","trending_up
+20,000
EGP","570,000
EGP",28/08/2022
1680210890-760,MG Rx5 A/T / Luxury 2022,"530,000
EGP","trending_up
+20,000
EGP","550,000
EGP",2/8/2022
1680210890-761,MG Rx5 A/T / Luxury 2022,"510,000
EGP","trending_up
+20,000
EGP","530,000
EGP",4/7/2022
1680210890-762,Hyundai Elantra CN7 A/T / SMART 2022,"425,000
EGP","trending_up
+15,000
EGP","440,000
EGP",15/06/2022
1680210890-763,Hyundai Elantra CN7 A/T / SMART 2022,"383,000
EGP","trending_up
+42,000
EGP","425,000
EGP",1/6/2022
1680210890-764,Hyundai Elantra CN7 A/T / SMART 2022,"343,000
EGP","trending_up
+40,000
EGP","383,000
EGP",21/03/2022
1680210890-765,Hyundai Elantra CN7 A/T / SMART 2022,"339,900
EGP","trending_up
+3,100
EGP","343,000
EGP",1/3/2022
1680210890-766,Hyundai Elantra CN7 A/T / SMART 2022,"335,000
EGP","trending_up
+4,900
EGP","339,900
EGP",2/2/2022
1680210890-767,Hyundai Elantra CN7 A/T / SMART 2022,"333,000
 EGP","trending_up
+2,000
EGP","335,000
EGP",2/1/2022
1680210890-768,Hyundai Elantra CN7 A/T / SMART 2022,"330,000
EGP","trending_up
+3,000
EGP","333,000
EGP",1/12/2021
1680210890-769,Hyundai Elantra CN7 A/T / SMART 2022,"325,000
EGP","trending_up
+5,000
EGP","330,000
EGP",31/10/2021
1680210890-770,Hyundai Elantra CN7 A/T / SMART 2022,"323,000
EGP","trending_up
+2,000
EGP","325,000
EGP",3/10/2021
1680210890-771,Hyundai Elantra CN7 A/T / SMART 2022,"320,000
EGP","trending_up
+3,000
EGP","323,000
EGP",25/09/2021
1680210890-772,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"435,000
EGP","trending_up
+15,000
EGP","450,000
EGP",15/06/2022
1680210890-773,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"430,000
EGP","trending_up
+5,000
EGP","435,000
EGP",1/6/2022
1680210890-774,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"393,000
EGP","trending_up
+37,000
EGP","430,000
EGP",1/6/2022
1680210890-775,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"353,000
EGP","trending_up
+40,000
EGP","393,000
EGP",21/03/2022
1680210890-776,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"349,900
EGP","trending_up
+3,100
EGP","353,000
EGP",1/3/2022
1680210890-777,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"345,000
EGP","trending_up
+4,900
EGP","349,900
EGP",2/2/2022
1680210890-778,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"343,000
EGP","trending_up
+2,000
EGP","345,000
EGP",2/1/2022
1680210890-779,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"340,000
EGP","trending_up
+3,000
EGP","343,000
EGP",1/12/2021
1680210890-780,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"335,000
EGP","trending_up
+5,000
EGP","340,000
EGP",31/10/2021
1680210890-781,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"333,000
EGP","trending_up
+2,000
EGP","335,000
EGP",3/10/2021
1680210890-782,Hyundai Creta SU2 A/T / SMART 2022,"530,000
EGP","trending_up
+20,000
EGP","550,000
EGP",30/09/2022
1680210890-783,Hyundai Creta SU2 A/T / SMART 2022,"485,000
EGP","trending_up
+45,000
EGP","530,000
EGP",1/9/2022
1680210890-784,Hyundai Creta SU2 A/T / SMART 2022,"460,000
EGP","trending_up
+25,000
EGP","485,000
EGP",1/8/2022
1680210890-785,Hyundai Creta SU2 A/T / SMART 2022,"455,000
EGP","trending_up
+5,000
EGP","460,000
EGP",15/06/2022
1680210890-786,Hyundai Creta SU2 A/T / SMART 2022,"410,000
EGP","trending_up
+45,000
EGP","455,000
EGP",7/4/2022
1680210890-787,Hyundai Creta SU2 A/T / SMART 2022,"370,000
EGP","trending_up
+40,000
EGP","410,000
EGP",21/03/2022
1680210890-788,Hyundai Creta SU2 A/T / SMART 2022,"367,000
EGP","trending_up
+3,000
EGP","370,000
EGP",31/10/2021
1680210890-789,Hyundai Creta SU2 A/T / SMART 2022,"365,000
EGP","trending_up
+2,000
EGP","367,000
EGP",3/10/2021
1680210890-790,Hyundai Creta SU2 A/T / MODERN 2022,"575,000
EGP","trending_up
+20,000
EGP","595,000
EGP",30/09/2022
1680210890-791,Hyundai Creta SU2 A/T / MODERN 2022,"525,000
EGP","trending_up
+50,000
EGP","575,000
EGP",1/9/2022
1680210890-792,Hyundai Creta SU2 A/T / MODERN 2022,"500,000
EGP","trending_up
+25,000
EGP","525,000
EGP",1/8/2022
1680210890-793,Hyundai Creta SU2 A/T / MODERN 2022,"495,000
EGP","trending_up
+5,000
EGP","500,000
EGP",15/06/2022
1680210890-794,Hyundai Creta SU2 A/T / MODERN 2022,"450,000
EGP","trending_up
+45,000
EGP","495,000
EGP",7/4/2022
1680210890-795,Hyundai Creta SU2 A/T / MODERN 2022,"410,000
EGP","trending_up
+40,000
EGP","450,000
EGP",21/03/2022
1680210890-796,Hyundai Creta SU2 A/T / MODERN 2022,"407,000
EGP","trending_up
+3,000
EGP","410,000
EGP",31/10/2021
1680210890-797,Hyundai Creta SU2 A/T / MODERN 2022,"405,000
EGP","trending_up
+2,000
EGP","407,000
EGP",3/10/2021
1680210890-798,Hyundai Creta SU2 A/T / ADVANCED 2022,"605,000
EGP","trending_up
+20,000
EGP","625,000
EGP",30/09/2022
1680210890-799,Hyundai Creta SU2 A/T / ADVANCED 2022,"550,000
EGP","trending_up
+55,000
EGP","605,000
EGP",1/9/2022
1680210890-800,Hyundai Creta SU2 A/T / ADVANCED 2022,"525,000
EGP","trending_up
+25,000
EGP","550,000
EGP",1/8/2022
1680210890-801,Hyundai Creta SU2 A/T / ADVANCED 2022,"520,000
 EGP","trending_up
+5,000
EGP","525,000
EGP",15/06/2022
1680210890-802,Hyundai Creta SU2 A/T / ADVANCED 2022,"475,000
EGP","trending_up
+45,000
EGP","520,000
EGP",7/4/2022
1680210890-803,Hyundai Creta SU2 A/T / ADVANCED 2022,"435,000
EGP","trending_up
+40,000
EGP","475,000
EGP",21/03/2022
1680210890-804,Hyundai Creta SU2 A/T / ADVANCED 2022,"432,000
EGP","trending_up
+3,000
EGP","435,000
EGP",31/10/2021
1680210890-805,Hyundai Creta SU2 A/T / ADVANCED 2022,"430,000
EGP","trending_up
+2,000
EGP","432,000
EGP",3/10/2021
1680210890-806,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"533,000
EGP","trending_up
+20,000
EGP","553,000
EGP",30/09/2022
1680210890-807,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"538,000
EGP","trending_down
-5,000
EGP","533,000
EGP",1/9/2022
1680210890-808,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"488,000
EGP","trending_up
+50,000
EGP","538,000
EGP",1/9/2022
1680210890-809,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"463,000
EGP","trending_up
+25,000
EGP","488,000
EGP",1/8/2022
1680210890-810,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"458,000
EGP","trending_up
+5,000
EGP","463,000
EGP",15/06/2022
1680210890-811,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"413,000
EGP","trending_up
+45,000
EGP","458,000
EGP",7/4/2022
1680210890-812,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"373,000
EGP","trending_up
+40,000
EGP","413,000
EGP",21/03/2022
1680210890-813,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"369,900
EGP","trending_up
+3,100
EGP","373,000
EGP",31/10/2021
1680210890-814,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"367,900
EGP","trending_up
+2,000
EGP","369,900
EGP",3/10/2021
1680210890-815,Hyundai Creta SU2 A/T / SMART PLUS / Two Tone 2022,"553,000
EGP","trending_up
+20,000
EGP","573,000
EGP",30/09/2022
